Stir-Fried Black Rice with Fried Egg and Roasted Broccoli,,oil,eggs,salt,rice,miso,cilantro,avocado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quite Possibly the Best Chickpeas,,chickpeas,onion,cloves,garlic,lemon,oil,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chickpea Sundal,,oil,coconut,mustard,curry,chiles,asafetida,chickpeas,salt,coconut,lime,asafetida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Herb Falafel,,chickpeas,onion,jalapeno,garlic,cilantro,parsley,flour,salt,powder,cardamom,cumin,oil,pomegranate,tomatoes,cabbage,tahini,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut-Ginger Chickpea Soup,,oil,mustard,turmeric,oil,mustard,turmeric,pepper,salt,cilantro,raisins,shallot,raisins,cilantro,lime,oil,pepper,salt,oil,coconut,onions,garlic,ginger,powder,curry,pepper,chickpeas,milk,coconut,lentils,cilantro,chiles,serrano,coconut,,,,,,,,,,,,,,,
Foolproof Fish with Spiced Chickpeas,,shallots,raisins,wine,vinegar,salt,cloves,garlic,ginger,carrots,oil,turmeric,pepper,chickpeas,halibut,cod,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chickpea and Chorizo Tostadas,,chickpeas,lime,yogurt,milk,salt,cilantro,chorizo,tortillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan-Roasted Chicken with Harissa Chickpeas,,oil,chicken,pepper,salt,onion,cloves,garlic,tomato,chickpeas,harissa,chicken,broth,parsley,lemon,harissa,chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falafel Fritters Bowl with Cucumbers and Yogurt Sauce,,chickpeas,egg,cornstarch,cumin,parsley,yogurt,pepper,salt,onion,oil,lemon,cucumber,cucumbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chickpeas and Chard with Poached Eggs,,oil,lemon,onions,onion,cloves,garlic,bay,chickpeas,salt,chile,baharat,ribs,chard,cranberries,eggs,labneh,marjoram,pepper,baharat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorizo Tomato and Chickpeas with Yogurt,,oil,onion,chorizo,salt,chickpeas,harissa,tomatoes,yogurt,oregano,pepper,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbed Chickpeas,,chickpeas,cloves,garlic,oil,pepper,salt,parsley,cilantro,chives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Garlic Chickpeas,,chickpeas,cloves,garlic,pepper,chile,oil,pepper,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One-Skillet Roasted Butternut Squash with Spiced Chickpeas,,squash,yogurt,cloves,garlic,lemon,pepper,salt,oil,chickpeas,onion,powder,curry,radishes,parsley,cilantro,mint,pomegranate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beans and Green Soup with Salted Yogurt and Sizzled Mint,,oil,onion,cloves,garlic,beans,cranberry,chickpeas,turmeric,lentils,spinach,cilantro,parsley,dill,lemon,pepper,oil,onion,yogurt,buttermilk,salt,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spiced Chickpeas with Crispy Pita Yogurt and Brown Butter,,bread,oil,pepper,salt,chickpeas,cloves,garlic,cumin,butter,cashews,pine,yogurt,parsley,mint,paprika,olives,radishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protein-Packed Trail Mix,,chickpeas,oil,pepper,salt,almonds,cashews,pistachios,pepper,cardamom,figs,figs,apricots,mulberries,berries,raisins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadhi,,yogurt,flour,turmeric,oil,ghee,cloves,bay,peppercorns,mustard,fenugreek,cumin,salt,lime,chiles,asafetida,powder,chili,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Hot-and-Sour Soup,,oil,garlic,cloves,ginger,miso,soy,vinegar,rice,apple,sesame,oil,pepper,mushrooms,sugar,peas,tofu,egg,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Chicken Noodle Soup,,chicken,salt,onions,carrots,celery,garlic,peppercorns,dill,pasta,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farro and Escarole Soup,,garlic,cloves,capers,oil,onion,farro,pepper,celery,escarole,kale,parmesan,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy and Tangy Broth With Crispy Rice,,rice,rice,salt,yogurt,oil,oil,ghee,garlic,cloves,pepper,chile,coriander,cumin,turmeric,tomato,sugar,lemon,lime,salt,cilantro,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broccoli Cheddar Soup With Cheesy Croutons,,onions,garlic,cloves,butter,pepper,salt,pepper,broccoli,potato,cheddar,cheese,bread,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instant Pot Red Bean and Quinoa Soup With Taco Fixins,,oil,onion,garlic,cloves,cumin,beans,quinoa,adobo,salt,lime,onion,vinegar,wine,salt,sugar,cilantro,cheddar,cream,jack,avocado,hot,lime,,,,,,,,,,,,,,,,,,,,,,,,,,
BA's Best Matzo Ball Soup,,dough,eggs,oil,water,chicken,broth,dill,salt,pepper,matzo,chicken,salt,chicken,onions,celery,parsnip,carrots,parsley,peppercorns,dill,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cauliflower Soup with Hazelnuts and Bacon,,hazelnuts,cauliflower,oil,pepper,salt,bacon,fennel,onion,garlic,wine,water,chicken,broth,cream,bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brothy Beans and Farro with Eggs and Mushrooms,,onion,carrot,garlic,cloves,beans,farro,salt,chiles,oil,rosemary,mushrooms,vinegar,wine,pepper,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Soup with Caramelized Ginger,,cilantro,sugar,ginger,garlic,cloves,scallions,chicken,chile,salt,soy,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chorizo and Potato Stew,,bacon,onions,garlic,cloves,tomato,potatoes,chorizo,mushrooms,chicken,broth,paprika,hot,pepper,salt,cream,dill,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Khao Soi,,khao,chiles,shallots,garlic,cloves,ginger,cilantro,coriander,turmeric,curry,powder,oil,coconut,milk,chicken,broth,chicken,egg,noodles,fish,sugar,salt,cilantro,oil,onion,chili,bean,onions,lime,shallots,sprouts,oil,chiles,egg,noodles,chili,,,,,,,,,,,,
Lamb and Winter Squash Soup,,lamb,salt,chile,onion,garlic,cloves,oil,bay,allspice,berries,coriander,cumin,oregano,squash,cilantro,feta,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braised Chicken and Spinach Soup with Pita Chips,,onion,lemon,salt,oil,butter,onion,garlic,cloves,cardamom,coriander,pepper,spinach,chicken,rice,chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instant Pot Black Bean Soup,,bacon,onion,carrots,garlic,cloves,salt,adobo,chiles,oregano,cumin,beans,lime,cilantro,cream,corn,lime,chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Potato–Turmeric Miso Soup,,potato,kombu,bonito,coconut,milk,miso,turmeric,lime,coconut,oil,peanuts,chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Tomato Soup with Cheese Toasties,,garlic,cloves,onions,carrots,tomatoes,oil,salt,pepper,paprika,hot,cheddar,cheese,tomatoes,worcestershire,yogurt,cream,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken and Tomato Stew with Caramelized Lemon,,chicken,salt,oil,onion,garlic,cloves,honey,tomato,turmeric,cinnamon,tomatoes,chicken,broth,lemon,sugar,oil,sesame,mint,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Trois's French Onion Soup,,stock,beef,oil,onions,celery,carrots,tomato,garlic,thyme,bay,oil,butter,garlic,onions,pepper,salt,sherry,thyme,bay,bread,gruyere,cheese,onion,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken and Rice Soup with Garlicky Chile Oil,,onion,garlic,cloves,rice,oil,pepper,chicken,salt,kale,lemon,dill,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curried Lentil Tomato and Coconut Soup,,coconut,oil,onion,garlic,cloves,ginger,curry,powder,pepper,lentils,tomatoes,cilantro,pepper,salt,coconut,milk,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feel-Better Chicken and Rice Soup,,chicken,rice,garlic,cloves,ginger,salt,potatoes,lemon,soy,cilantro,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navy Bean and Escarole Stew with Feta and Olives,,garlic,cloves,oil,onion,fennel,salt,lemon,rosemary,pepper,bay,beans,feta,brine,cheese,basil,olives,escarole,lemon,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lentil and Egg Stew,,onion,fennel,carrots,garlic,cloves,oil,salt,tomato,lentils,parmesan,spinach,eggs,bread,vinegar,wine,pecorino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leek Soup with Shoestring Potatoes and Fried Herbs,,butter,leeks,onion,garlic,cloves,salt,milk,cream,yogurt,pepper,potato,oil,parsley,rosemary,salt,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seafood Stew for Two,,fennel,oil,celery,leek,garlic,cloves,bay,pepper,salt,shrimp,saffron,wine,tomatoes,fennel,snapper,scallops,squid,clams,mussels,tarragon,bread,butter,,,,,,,,,,,,,,,,,,,,,,,,,,
Aromatic Shrimp and Noodle Medicine Soup,,broth,cloves,cardamom,anise,chiles,cinnamon,peppercorns,cilantro,shallots,garlic,cloves,lemongrass,ginger,chicken,broth,fish,pepper,salt,cashews,shallot,chile,lemongrass,ginger,sugar,bean,shrimp,oil,oil,noodles,shrimp,bean,sprouts,scallions,cilantro,basil,pepper,oil,lime,chili,,,,,,,,,
Curried Butternut Squash Soup,,coconut,pumpkin,squash,onion,chile,garlic,cloves,coconut,oil,curry,powder,pepper,salt,cilantro,orange,coconut,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Split Pea Soup,,oil,onion,leeks,celery,garlic,cloves,pepper,salt,potatoes,ham,ham,thyme,bay,peas,worcestershire,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Sausage and White Bean Soup,,oil,sausage,turkey,hot,onion,orange,peppers,carrots,garlic,cloves,sage,rosemary,salt,pepper,pepper,stock,chicken,broth,tomatoes,beans,milk,spinach,parmesan,,,,,,,,,,,,,,,,,,,,,,,,,
Brothy Poached Chicken with Mushrooms and Fresh Chile,,chicken,garlic,bay,allspice,salt,mushrooms,chile,ginger,vinegar,soy,pepper,scallions,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celery Root and Carrot Soup,,celery,carrots,yogurt,honey,coriander,ginger,pepper,salt,apple,celery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Street Café's Chicken & Rice Soup,,chicken,kombu,ginger,anise,cinnamon,cloves,stock,chicken,broth,rice,fish,sugar,scallion,jalapeno,cilantro,onion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dashi Stracciatella,,kombu,bonito,soy,salt,eggs,spinach,scallion,oil,lemon,chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic Soup with Potatoes and Poached Eggs,,oil,butter,garlic,cloves,leek,thyme,potatoes,chicken,broth,cream,creme,salt,pepper,eggs,parsley,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curried Yellow Split Pea Soup with Spiced Coconut,,coconut,oil,onion,carrots,salt,fennel,curry,powder,mustard,peas,stock,water,chicken,broth,coriander,fennel,mustard,coconut,oil,coconut,salt,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,
Root Vegetable Zoodle Soup with Bacon and Basil Oil,,oil,bacon,onion,garlic,cloves,oregano,thyme,bay,chicken,broth,pepper,salt,carrot,parsnip,turnip,sprouts,anchovy,basil,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shrimp Bisque,,shrimp,butter,bay,parsley,thyme,carrots,celery,onion,leek,shallot,salt,tomato,cognac,rice,pepper,cream,squash,beans,chives,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turmeric-Ginger Chicken Soup,,chicken,onions,garlic,ginger,bay,turmeric,peppercorns,coriander,salt,carrots,noodles,scallions,oil,chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken and Rice Soup with Green Chiles and Ginger,,sugar,ginger,chicken,stock,chicken,broth,shallots,garlic,cloves,rice,lime,fish,salt,chiles,scallions,peanuts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Kimchi Miso Soup,,kombu,bonito,eggs,kimchi,tofu,miso,gochujang,sesame,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruised Tomato and Bread Soup,,basil,garlic,cloves,parmesan,bread,oil,pepper,salt,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthyish Fried Chicken,,buttermilk,salt,chicken,cornstarch,flour,sesame,oil,limes,coconut,pepper,honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthyish Barbecued Chicken,,oil,garlic,cloves,tomato,syrup,maple,soy,worcestershire,vinegar,rice,hot,sriracha,oil,chicken,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saucy Chicken Puttanesca,,chicken,salt,oil,garlic,cloves,anchovy,pepper,tomato,olives,wine,capers,bay,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken with Schmaltzy Rice and Kale,,rice,salt,chicken,oil,scallions,ginger,garlic,cloves,kale,ribs,broth,chicken,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheet-Pan Chicken Meatballs and Charred Broccoli,,ketchup,worcestershire,wine,water,rice,honey,soy,ginger,pepper,broccoli,oil,salt,pepper,chicken,egg,scallions,garlic,cloves,ginger,panko,sesame,oil,pepper,sesame,rice,,,,,,,,,,,,,,,,,,,,,,,
Za’atar Chicken with Garlicky Yogurt,,chicken,onions,garlic,cloves,lemon,salt,oil,yogurt,za'atar,coriander,lemon,lime,sumac,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Under a Brick in a Hurry,,chicken,chicken,salt,pepper,oil,anchovy,garlic,salt,parsley,oil,wine,vinegar,sherry,mustard,pepper,scallions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Pepper Kung Pao Chicken,,wine,sake,sherry,mirin,soy,cornstarch,chicken,vinegar,rice,soy,sugar,oil,pepper,pepper,chiles,scallions,chile,ginger,garlic,cloves,peppercorns,peanuts,salt,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Inasal,,oil,achiote,lemongrass,garlic,cloves,ginger,oil,achiote,lemongrass,garlic,cloves,shallot,ginger,vinegar,rice,sprite,salt,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green-Garlic-Rubbed Buttery Roast Chicken,,chicken,salt,pepper,garlic,butter,lemon,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Braised in Lime and Peanut Sauce,,cumin,coriander,tomatoes,garlic,cloves,orange,orange,peanuts,limes,oil,chicken,onion,salt,pepper,cilantro,chili,dill,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tangy Vinegar Chicken With Barberries and Orange,,chicken,salt,oil,onion,garlic,cloves,cherries,turmeric,pepper,wine,vinegar,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Milk–Braised Chicken Legs,,milk,coconut,curry,lemongrass,ginger,garlic,cloves,chicken,salt,lime,cilantro,coconut,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken and Rice Meatballs With Hummus,,scallions,garlic,cloves,ginger,chicken,rice,oil,powder,baharat,curry,salt,onion,dill,pickles,cucumbers,parsley,lemon,hummus,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Meatballs in Spring Vegetable Broth,,scallions,egg,egg,ginger,garlic,soy,coriander,salt,pepper,lime,chicken,oil,ginger,garlic,cloves,pepper,soy,salt,celery,peas,sugar,scallions,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,
Quick Tomato Chicken Curry,,oil,ghee,coconut,onion,ginger,garlic,cloves,salt,masala,bay,pepper,honey,tomatoes,milk,coconut,chicken,yogurt,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buttermilk Spring Chicken,,chicken,salt,pepper,lemon,buttermilk,sesame,oil,cream,yogurt,hot,oil,leeks,chives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shredded Chicken Salad with Creamy Miso Dressing,,bacon,ginger,soy,tahini,miso,fish,sesame,oil,sugar,lemon,egg,oil,salt,pepper,chicken,lettuce,scallions,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Spiedie Skewers with Italian Dressing,,garlic,wine,vinegar,brine,peppers,mayonnaise,sugar,oregano,oil,salt,pepper,chicken,onion,tomatoes,lemon,oregano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udon with Chicken and Garlicky Peanut Dressing,,butter,soy,vinegar,rice,honey,garlic,oil,noodles,salt,chicken,celery,sprouts,bean,daikon,sesame,oil,chili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One-Dish Baked Chicken with Tomatoes and Olives,,garlic,cloves,pepper,soy,oil,chicken,salt,pepper,tomatoes,thyme,olives,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soy-Sauce-and-Citrus-Marinated Chicken,,chicken,garlic,cloves,ginger,orange,grapefruit,soy,vinegar,sugar,chicken,salt,lemongrass,shallots,scallions,chile,garlic,cloves,ginger,fish,lime,sugar,pomelo,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,
Lime Pickle–Roasted Chicken with Potatoes and Watercress,,garlic,cloves,ginger,lime,pickle,paprika,pepper,onions,mayonnaise,pepper,chicken,salt,potatoes,oil,watercress,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Curry Laksa,,laksa,chiles,ginger,garlic,cloves,chiles,shallots,lemongrass,oil,shrimp,coriander,powder,curry,cumin,oil,milk,coconut,broth,stock,chicken,tofu,chicken,rice,sugar,salt,eggs,cucumbers,sambal,sprouts,lime,bean,mint,tofu,chiles,,,,,,,,,,,,,,
Pomegranate Molasses Chicken with Bulgur Salad,,chicken,garlic,cloves,chile,serrano,pomegranate,salt,pepper,bulgur,currants,pistachios,oil,parsley,mint,oil,pomegranate,pomegranate,molasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kombu Chicken Soup with Carrots and Mushrooms,,spinach,kombu,stock,chicken,bonito,mirin,soy,salt,chicken,carrot,mushrooms,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charred Chicken with Sweet Potatoes and Oranges,,chicken,salt,garlic,cloves,lemon,oil,potatoes,rosemary,orange,chickpeas,olives,feta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken with Crispy Rice,,chicken,chicken,scallions,ginger,shallots,peppercorns,basil,salt,rice,oil,hot,sesame,lime,soy,avocado,oil,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut Chicken Curry with Turmeric and Lemongrass,,lemongrass,shallot,garlic,cloves,ginger,pepper,turmeric,oil,chicken,salt,pepper,lime,cinnamon,cardamom,anise,milk,coconut,coconut,sugar,coconut,cilantro,chives,,,,,,,,,,,,,,,,,,,,,,,,,,
Sichuan-Style Chicken with Rice Noodles,,scallions,kombu,ginger,anise,peppercorns,soy,salt,chicken,noodles,rice,sesame,oil,kale,sugar,vinegar,rice,furikake,oil,chili,salt,fish,sesame,furikake,seaweed,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Oregano Chicken,,anchovy,garlic,cloves,brine,olives,oil,lemon,lemon,salt,pepper,onion,oregano,chicken,oil,oil,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Salad with Crème Fraîche and Rye,,chicken,oil,salt,pepper,beans,fennel,scallion,tarragon,wine,vinegar,sherry,creme,cucumber,parsley,lemon,lemon,bread,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noodle Salad with Chicken and Chile-Scallion Oil,,oil,scallions,garlic,cloves,anise,pepper,ginger,peppercorns,oil,noodles,soy,vinegar,rice,sugar,sesame,oil,chicken,scallions,cucumber,radishes,cilantro,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sambal Chicken Skewers,,sugar,vinegar,rice,chili,hot,sambal,fish,sriracha,ginger,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Posole Verde with Chicken,,oil,onion,garlic,cloves,coriander,cumin,oregano,chicken,tomatillos,chiles,chiles,serrano,peppers,hominy,salt,pepper,cilantro,onion,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crisp and Crunchy Chicken Salad,,chicken,salt,mustard,fennel,scallions,cucumbers,egg,radishes,beet,daikon,radish,fennel,watermelon,wine,vinegar,chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Escabèche,,cumin,coriander,oil,onion,carrot,garlic,cloves,bay,wine,vinegar,sherry,salt,pepper,chicken,chile,serrano,raisins,mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken with Lemon and Spicy Spring Onions,,lemon,chickens,pepper,salt,onions,scallions,onions,cloves,garlic,oil,butter,bread,parsley,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Saltimbocca with Crunchy Pea Salad,,chicken,eggs,panko,flour,salt,sage,prosciutto,oil,scallions,peas,sugar,mint,lemon,lemon,oil,salt,lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Chicken Sandwich with Caesar-ish Dressing,,mustard,worcestershire,cloves,garlic,lemon,pepper,oil,mayonnaise,pickles,salt,chicken,bread,fennel,basil,pepper,lettuce,tomato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Biryani,,raita,chicken,onion,lemon,sugar,yogurt,salt,pepper,onion,ginger,cloves,garlic,cinnamon,cardamom,chicken,bay,salt,rice,onion,ghee,oil,pistachios,pine,almonds,walnuts,sugar,pineapple,apricots,cranberries,,,,,,,,,,,,,,,,,,,
Chicken Cordon Bleu,,chicken,pepper,salt,ham,prosciutto,gruyere,cheese,breadcrumbs,parsley,egg,flour,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic-Ginger Chicken With Cilantro and Mint,,cloves,garlic,lemon,ginger,oil,cilantro,mint,coriander,amchur,turmeric,salt,powder,chili,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masala Fried Chicken,,ginger,cloves,garlic,vinegar,yogurt,powder,chili,masala,salt,turmeric,chicken,powder,chili,masala,powder,amchur,pepper,oil,potato,flour,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slow-Roast Gochujang Chicken,,chicken,salt,pepper,gochujang,pepper,hot,oil,garlic,ginger,potatoes,scallions,limes,honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Chicken Katsu Sandwiches,,mayonnaise,pickles,hot,salt,flour,pepper,powder,garlic,egg,panko,chicken,oil,milk,bread,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Chicken Lettuce Wraps,,soy,sugar,fish,sriracha,sambal,oil,scallions,cloves,garlic,chicken,salt,lime,lettuce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grilled Chicken with Lemon and Thyme,,oil,chicken,pepper,salt,lemons,cloves,garlic,thyme,olives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five-Spice Fried Chicken Sandwich,,chicken,chicken,soy,oil,sesame,powder,powder,garlic,pepper,mayonnaise,bean,oil,chili,soy,powder,pepper,oil,cornstarch,flour,rice,salt,scallions,cilantro,pineapple,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Milanesa with Ranch Sauce,,mayonnaise,creme,buttermilk,parsley,lemon,soy,powder,garlic,powder,onion,pepper,salt,flour,eggs,panko,chicken,oil,cucumber,radishes,vinegar,sugar,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,
Panko-Crusted Roast Chicken Thighs with Mustard and Thyme,,breadcrumbs,panko,butter,mustard,thyme,chicken,pepper,salt,carrots,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Chile Chicken,,oil,onion,cloves,garlic,tomato,achiote,chiles,adobo,chile,chicken,stock,cumin,salt,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One-Skillet Rotisserie Chicken Pot Pie,,chicken,onions,turnips,cloves,garlic,thyme,butter,salt,pepper,flour,wine,cream,peas,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Grilled Chicken with Crunchy Fennel Salad,,chicken,chicken,salt,cloves,garlic,anchovy,chile,tomato,oregano,oil,lemons,fennel,onion,rice,vinegar,oil,salt,sesame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curry Leaf Popcorn Chicken,,cardamom,coriander,cumin,peppercorns,buttermilk,lime,serrano,chiles,scallions,ginger,cloves,garlic,curry,salt,pepper,chicken,flour,powder,soda,oil,chiles,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Cobb Salad,,eggs,bacon,wine,vinegar,sherry,mustard,sugar,oil,pepper,salt,frisee,chicken,tomatoes,avocado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Breasts Dijon,,oil,chicken,pepper,salt,leeks,onion,cloves,garlic,broth,chicken,wine,mustard,thyme,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Basically Fried Chicken Sandwich,,chicken,rice,vinegar,soy,salt,pepper,oil,mayonnaise,sriracha,bread,cabbage,scallions,cornstarch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinegar-Braised Chicken and Onions,,onions,salt,oil,pancetta,cloves,garlic,chicken,pepper,vinegar,wine,vinegar,broth,chicken,raisins,bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA's Best Buffalo Wings,,cheese,cheese,buttermilk,mayonnaise,cream,lemon,pepper,salt,butter,pepper,hot,pepper,pepper,salt,oil,cornstarch,chicken,celery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Paprikash with Buttered Egg Noodles,,cream,chicken,salt,pepper,onion,cloves,garlic,butter,paprika,pepper,tomatoes,egg,noodles,parsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Tikka Masala,,cloves,garlic,ginger,turmeric,masala,coriander,cumin,yogurt,salt,chicken,ghee,oil,onion,tomato,cardamom,pepper,chiles,tomatoes,cream,cilantro,rice,,,,,,,,,,,,,,,,,,,,,,,,,,,
